 n_tokens_content, n_unique_tokens, num_hrefs, num_imgs, num_videos, data_channel_is_entertainment, data_channel_is_bus, data_channel_is_tech, is_weekend, global_subjectivity, global_sentiment_polarity, title_subjectivity, shares, avg_positive_polarity, title_sentiment_polarity
238,0.621276593,3,1,0,0,0,1,0,0.455703463,0.189318182,0,834,0.291258741,0
1070,0.421550094,22,20,0,0,0,1,0,0.513514364,0.270670602,0.333333333,645,0.412062958,0.25
463,0.504347825,1,4,0,0,0,1,0,0.402304293,0.113167839,0.066666667,598,0.222137632,0.033333333
1005,0.431726907,21,20,0,0,0,1,0,0.509792164,0.273728465,0,217,0.408075302,0
403,0.516042779,3,1,0,0,0,1,0,0.518465543,0.069395694,0.75,3200,0.280465368,-0.125
251,0.615702477,1,1,1,0,0,1,0,0.462730756,-0.034648206,0.375,545,0.178917749,-0.0625
317,0.611464966,7,1,0,0,0,0,0,0.37473545,0.091269841,0.483333333,1800,0.316468254,0.416666667
177,0.741379306,4,1,0,1,0,0,0,0.574358974,0.236130536,0.5,1200,0.416919192,0.5
109,0.66666666,3,1,0,0,1,0,0,0.593006993,0.24020979,0,732,0.322272727,0
399,0.597989948,8,1,0,0,0,0,0,0.564637446,0.107856466,0,1200,0.358416094,0
460,0.499999999,4,1,0,0,0,1,0,0.514475108,0.180384199,0,2800,0.373083779,0
443,0.46712018,3,1,0,0,0,0,0,0.419907407,0.066666667,0,495,0.335294118,0
218,0.662983422,14,11,0,0,0,0,0,0.521929825,0.299122807,0.5,690,0.536111111,0.5
988,0.427983539,19,20,0,0,0,1,0,0.521697461,0.269174923,0.454545455,1300,0.414875687,0.136363636
374,0.640540539,7,1,0,0,0,0,0,0.398739496,0.121796218,0,552,0.360969388,0
356,0.618233616,3,12,1,1,0,0,0,0.435975299,0.176737968,0.454545455,631,0.359417552,0.136363636
1226,0.410172272,10,1,1,0,0,0,0,0.40802236,0.106608073,0,4800,0.394940476,0
1121,0.450678733,15,1,0,0,0,0,0,0.49729249,0.15961039,0,851,0.372304679,0
288,0.589473682,5,0,0,0,0,0,0,0.449867725,0.155555556,0,755,0.363888889,0
414,0.606796115,8,1,0,0,0,0,0,0.343411291,0.0101736,0.3,468,0.299597763,0.2
134,0.702290071,4,9,0,0,0,1,0,0.406818182,0.135795455,0,4600,0.412121212,0
281,0.610714284,5,1,0,1,0,0,0,0.43421846,0.089925402,0,1300,0.322211122,0
499,0.513026051,14,1,0,0,0,0,0,0.394949495,0.091540404,0.3,1200,0.358549784,0
268,0.477272725,5,9,0,0,0,1,0,0.405909091,0.102272727,0,1100,0.28538961,0
925,0.427947598,20,20,0,0,0,1,0,0.503184097,0.276370016,0,1500,0.422571549,0
261,0.548262546,20,16,0,0,0,0,0,0.628888889,0.094166667,0.1,2400,0.516666667,-0.1
306,0.534653464,3,1,0,0,1,0,0,0.39508658,0.208311688,0.666666667,1200,0.298582251,0.333333333
909,0.449612403,3,1,1,1,0,0,0,0.470415526,0.175156632,0.4,1700,0.381027588,0.1
999,0.424089068,21,20,0,0,0,1,0,0.525368806,0.310978649,0.8,1200,0.422460402,0.4
1011,0.413897281,20,20,0,0,0,1,0,0.509571786,0.293015129,0.3,500,0.41949092,0.1
413,0.606435642,6,13,0,1,0,0,0,0.446548392,0.156425866,0.066666667,455,0.344652406,0.033333333
180,0.6300578,1,0,0,0,0,1,0,0.3675,0.0875,0,1100,0.453333333,0
759,0.498666666,17,1,0,0,1,0,0,0.601256841,0.10764008,0,459,0.283895406,0
1226,0.43619683,26,1,0,0,0,1,0,0.462272437,0.16016458,0,1400,0.369680418,0
241,0.659574465,5,1,0,1,0,0,0,0.518181818,0.136631016,0,6400,0.318465909,0
168,0.778481008,6,11,0,0,0,0,0,0.637719298,0.087982456,1,4800,0.492361111,-1
1121,0.418099547,20,19,0,0,0,1,0,0.522507091,0.226224623,0.2,695,0.429110442,-0.1
1174,0.45790378,32,1,0,0,0,0,0,0.460383896,0.047830196,0,341,0.376352814,0
376,0.569014083,3,0,11,1,0,0,0,0.484895833,0.219791667,0.1,1900,0.452314815,0
142,0.714285709,3,0,1,0,0,0,0,0.489583333,0.002083333,0.54375,1200,0.341666667,-0.25625
825,0.438036809,23,19,0,0,0,0,0,0.52453824,0.302715969,0.5,450,0.43040885,0.25
883,0.441753171,19,19,0,0,0,1,0,0.528352626,0.311805477,0,663,0.439581332,0
1125,0.427787934,36,19,0,0,0,1,0,0.494428662,0.275997249,0,302,0.422391174,0
498,0.534979423,7,1,0,0,0,0,0,0.51846162,0.154400275,0,971,0.331475469,0
540,0.370441458,1,10,0,0,0,0,0,0.38709596,0.041767677,0,1400,0.345730028,0
855,0.438534278,5,1,0,1,0,0,0,0.493133402,0.259705371,0.1,1000,0.459168748,0.2
223,0.662162159,5,0,0,0,0,0,0,0.371895425,0.102941176,0,1900,0.254545455,0
349,0.583333332,10,1,0,1,0,0,0,0.439393939,0.275895317,0,1100,0.454978355,0
1007,0.437751004,24,20,0,0,0,0,0,0.511071534,0.253188543,0,1100,0.415878332,0
464,0.546666665,3,8,1,1,0,0,0,0.426085176,0.218591319,0,1500,0.34280303,0
233,0.552884613,5,1,0,0,1,0,0,0.183226496,0.022222222,0,2000,0.283333333,0
167,0.680981591,2,0,1,0,0,0,0,0.741666667,0.175,0.95,5700,0.377777778,0.65
825,0.476600985,5,10,1,0,0,0,0,0.46053228,0.152174479,1,7100,0.4440625,0.5
1099,0.412304866,28,20,0,0,0,0,0,0.525323614,0.267733639,0.3125,1200,0.41482886,0.2375
263,0.623076921,2,0,0,0,0,1,0,0.491230275,0.02607876,0,705,0.368598069,0
468,0.534216334,7,1,0,0,1,0,0,0.438277512,0.023185805,0.333333333,1900,0.27526738,0.25
346,0.564564563,13,11,0,0,0,0,0,0.517505411,0.098971861,0.454545455,3800,0.325284091,0.136363636
455,0.495594713,10,1,0,0,0,0,0,0.468743079,0.144629014,0.288888889,2300,0.35320911,0.177777778
81,0.78749999,2,0,0,1,0,0,0,0.4,0.016666667,0,575,0.15,0
308,0.633116881,8,1,0,1,0,0,0,0.539984127,0.126428571,0,1800,0.385884354,0
235,0.643776821,5,0,0,0,0,1,0,0.510267857,0.285491071,0.4,1600,0.449350649,0.1
141,0.643939389,6,1,0,0,0,1,0,0.44592803,0.240340909,0,1900,0.320454545,0
389,0.555555554,9,1,1,0,0,0,0,0.614920635,0.138498841,0,5600,0.352697757,0
261,0.598455596,12,1,0,0,0,0,0,0.381944444,0.075462963,0,1500,0.3,0
100,0.759999992,3,1,0,0,0,0,0,0.338221501,0.086724387,0.428571429,9200,0.161478046,0.214285714
270,0.600775191,5,1,11,1,0,0,0,0.607028986,0.254474638,0.9,1700,0.381403509,-0.6
105,0.819047611,4,8,0,0,0,0,0,0.252678571,0.032366071,0,6000,0.285714286,0
258,0.589147285,2,11,0,0,0,0,0,0.343809524,0.063492063,0,752,0.333333333,0
254,0.627530362,5,0,3,1,0,0,0,0.391666667,0.109259259,0.6,19400,0.31,0.5
318,0.633440512,7,1,0,0,0,0,0,0.4,0.027380952,0.066666667,1700,0.250063131,0.033333333
965,0.435146443,20,19,0,0,0,1,0,0.535146104,0.272403303,0,1600,0.431277675,0
1030,0.418627451,19,20,0,0,0,1,0,0.530465368,0.281557468,0.642857143,788,0.410832209,0.214285714
231,0.635964909,1,0,0,1,0,0,0,0.467346939,0.009693878,0,454,0.3,0
935,0.442036836,23,28,0,0,0,1,0,0.54087376,0.303269737,0.9,1100,0.420512631,0.175
701,0.480575539,11,1,1,0,0,1,0,0.443176623,0.143498701,0,2800,0.381417749,0
328,0.570552145,13,11,1,0,0,0,0,0.502765152,0.163371212,0.9,1600,0.430909091,0.6
281,0.605263156,28,10,1,0,0,0,0,0.403695114,0.170207174,0.7,2000,0.315112161,0.633333333
537,0.538175046,2,1,0,0,0,0,0,0.465329145,0.039830369,0.7,412,0.334564394,-0.4
259,0.640624997,4,0,0,0,0,0,0,0.317226891,0.105780494,0,1100,0.301420455,0
1455,0.419825073,31,26,0,0,0,0,0,0.251447164,0.012645688,0,417,0.333874459,0
1596,0.419729207,19,8,0,0,0,0,0,0.453645749,0.179057492,0.066666667,1600,0.367459893,0.033333333
164,0.587837834,3,1,0,0,1,0,0,0.4,0.179166667,0,2500,0.358333333,0
424,0.552567236,8,1,0,0,1,0,0,0.442024379,0.222654363,0.5,474,0.297124703,0.136363636
345,0.603658535,6,1,0,1,0,0,0,0.55961039,-0.043616883,0,2100,0.406552538,0
138,0.753731338,1,0,1,0,0,0,0,0.495238095,0.073809524,0,513,0.85,0
459,0.563192903,10,1,0,0,0,0,0,0.378437324,0.109175607,0,10400,0.366520563,0
794,0.503176619,32,15,0,0,0,0,0,0.522451916,0.19111803,0.3,2200,0.359363345,1
291,0.531690139,10,1,0,0,0,1,0,0.374286988,0.170320856,0,5600,0.321717172,0
614,0.530578512,11,1,0,0,0,0,0,0.430985061,0.154479458,0,373,0.401498358,0
144,0.722627732,9,1,0,0,0,0,0,0.391666667,0.182575758,0,1000,0.52,0
249,0.597560973,2,0,0,1,0,0,0,0.43258658,0.119561688,0.4,3200,0.283941059,-0.4
142,0.732394361,4,0,1,0,0,0,0,0.680769231,0.323076923,0,657,0.516,0
221,0.579999997,2,1,0,0,0,1,0,0.457231405,0.026033058,0.454545455,2100,0.178787879,0.136363636
82,0.786666656,3,1,0,0,0,1,0,0.498571429,0.312857143,0,727,0.312857143,0
289,0.649122805,3,13,0,1,0,0,0,0.440725579,0.0828722,0,350,0.364187328,0
173,0.723529408,3,1,0,0,1,0,0,0.621604938,0.32654321,0.833333333,1900,0.693939394,0.666666667
957,0.441860465,22,20,0,0,0,1,0,0.52119997,0.270672439,0,1200,0.429134818,0
372,0.548648647,4,1,0,0,0,0,0,0.385322793,0.122582345,0.1,2800,0.263030303,-0.3
640,0.528481012,10,1,0,0,0,0,0,0.424340048,0.106180537,0,341,0.336735065,0
330,0.501597442,12,1,0,0,1,0,0,0.354901961,0.088235294,0.333333333,648,0.366666667,0.25
453,0.51460674,2,9,0,0,0,1,0,0.507000884,0.18012731,0,1300,0.302955447,0
1265,0.400796812,21,20,0,0,0,1,0,0.517849243,0.243837568,0.9,1000,0.435918351,-0.6
981,0.433884297,20,20,0,0,0,1,0,0.524681691,0.297857355,1,1300,0.41176446,0.3
381,0.546174141,8,1,0,0,1,0,0,0.496912879,0.146726641,1,1700,0.347809618,0.5
292,0.626334517,5,0,0,0,0,1,0,0.479494949,0.203737374,0,4600,0.402066116,0
165,0.654545451,8,1,0,1,0,0,0,0.413095238,0.265178571,0,2700,0.394583333,0
1020,0.413108242,21,19,0,0,0,0,0,0.525172937,0.287743339,0,1700,0.430938341,0
230,0.669603521,7,1,1,0,0,0,0,0.41577381,0.113839286,0,450,0.6875,0
123,0.716666661,4,0,0,0,0,0,0,0.360416667,0.089583333,0,939,0.341666667,0
258,0.61478599,2,1,0,0,0,1,0,0.394393939,-0.064015152,0.9,1600,0.359090909,-0.8
983,0.440782698,21,19,0,0,0,0,0,0.492321322,0.26657128,0.571428571,866,0.412172272,0.357142857
180,0.606936413,3,1,0,0,1,0,0,0.546428571,0.067857143,0.5,606,0.364285714,0.5
272,0.524344567,5,8,0,1,0,0,0,0.593048128,0.101737968,0.507070707,5000,0.308383838,0.08989899
277,0.4501845,34,15,0,1,0,0,0,0.483901515,-0.114725379,0,11500,0.253787879,0
365,0.581267216,9,1,0,0,0,0,0,0.447603587,0.093073593,0,529,0.271338384,0
114,0.799999993,1,0,1,0,0,0,0,0.578571429,0.008333333,1,28000,0.3,0.25
1058,0.409961685,26,20,0,0,0,0,0,0.512744037,0.281867095,0.488095238,1700,0.405828463,0.232142857
211,0.607655499,12,1,0,0,0,0,0,0.388045635,-0.134027778,0,761,0.248333333,0
373,0.5613079,7,0,0,0,1,0,0,0.434569434,0.128924752,0.383333333,958,0.409728235,-0.35
144,0.591549292,12,1,0,1,0,0,0,0.367424242,0.727840909,0,904,0.727840909,0
760,0.531628532,9,0,16,0,0,0,0,0.508810726,0.085086967,0,1200,0.32263483,0
204,0.646464643,2,1,0,1,0,0,0,0.373262987,0.196850649,0.8,4500,0.380637544,0.4
481,0.54105263,5,1,0,0,1,0,0,0.481073858,0.074902818,0.4,1200,0.428070175,0.2
246,0.702127657,8,1,0,1,0,0,0,0.644372294,0.081601732,0,427,0.374242424,0
182,0.59668508,5,1,1,0,0,1,0,0.525852273,0.159943182,0,1300,0.356565657,0
498,0.522821576,9,1,0,0,1,0,0,0.445970575,0.199225955,0,3200,0.399668911,0
175,0.685714282,4,1,0,0,0,0,0,0.364454545,0.177136364,0,377,0.271420455,0
252,0.6626506,5,0,0,1,0,0,0,0.596022727,0.264362374,0.454545455,3400,0.414194577,0.136363636
334,0.625377642,7,1,0,0,0,0,0,0.438074091,0.139084192,0.5,972,0.362506764,0.5
283,0.743190659,5,0,21,0,0,0,0,0.551358025,0.009992284,0,979,0.422121212,0
284,0.602941174,10,1,0,0,1,0,0,0.489351852,0.286574074,0.5,737,0.461111111,0.0625
1077,0.438381937,23,20,0,0,1,0,0,0.535378379,0.265552867,0.9,3800,0.428386794,-0.5
1160,0.437225636,45,19,0,0,0,1,0,0.498341579,0.244290456,0,396,0.421399514,0
289,0.58695652,8,1,0,0,0,1,0,0.429008838,0.195577652,0,1700,0.344050802,0
848,0.449464922,4,1,3,1,0,0,0,0.457666976,0.153265134,0,676,0.349080087,0
211,0.682692304,10,0,0,0,0,1,0,0.4234375,0.146354167,0,2900,0.412962963,0
951,0.437295528,6,1,0,0,0,1,0,0.467841187,0.067431874,0,2500,0.334373235,0
286,0.652631577,5,0,0,0,0,1,0,0.418035714,0.060089286,0.2,1400,0.303428571,-0.1
577,0.411867364,16,11,0,1,0,0,0,0.462200436,0.162509903,0.6,484,0.318158144,0.5
505,0.440677965,12,6,0,1,0,0,0,0.396029986,0.230485825,0,7500,0.411137775,0
255,0.623015871,6,1,0,0,1,0,0,0.497399892,0.010121753,0.454545455,441,0.1628367,0.136363636
252,0.670634918,8,0,0,0,0,0,0,0.353143939,0.037651515,0,922,0.338528139,0
757,0.44919786,11,1,0,0,0,0,0,0.546999963,0.192779368,0,473,0.381821274,0
152,0.622377618,4,0,0,0,0,0,0,0.366666667,0.033333333,0.283333333,3200,0.05,0.266666667
357,0.525423727,6,1,0,0,0,0,0,0.486006683,0.178310359,0,1600,0.333818027,0
326,0.696969695,3,0,21,0,0,0,0,0.610377046,-0.004816484,0.2,1300,0.504214876,-0.15
1314,0.399529042,27,20,0,0,0,0,0,0.522832519,0.252249494,0.454545455,1300,0.401201563,0.136363636
397,0.51168831,11,1,0,0,0,0,0,0.478346653,0.216605339,0,5600,0.370163457,0
767,0.440318302,6,10,0,0,0,1,0,0.487274531,0.098335137,0,8100,0.420539579,0
317,0.56190476,6,1,0,0,0,0,0,0.392424242,0.097348485,1,5500,0.345238095,0
245,0.579399139,15,10,1,0,0,0,0,0.500980392,0.089460784,0.833333333,3800,0.418333333,0.433333333
891,0.438063063,10,1,0,1,0,0,0,0.440185728,0.167139541,0,933,0.296418252,0
1121,0.441923775,12,1,0,0,0,1,0,0.409411765,0.094068627,0,2500,0.352426471,0
993,0.415821501,12,1,0,0,1,0,0,0.484980477,0.225170614,0,1700,0.413913572,0
309,0.618892506,7,1,0,0,0,1,0,0.498076599,0.120631313,0.3125,2400,0.38035124,0
174,0.619883037,8,1,0,0,0,0,0,0.292016317,0.05247669,0,11400,0.242424242,-0.033333333
159,0.759493666,9,1,0,0,0,0,0,0.55625,0.240625,0,308,0.339285714,0
449,0.502252251,38,15,0,0,0,0,0,0.418631897,0.314134543,0,1400,0.615714286,0
243,0.654008436,4,0,1,1,0,0,0,0.416666667,0.0875,0,762,0.28,0
222,0.665024627,7,1,1,1,0,0,0,0.486038961,0.043668831,0.1,1200,0.207575758,0
160,0.647798738,2,0,1,0,1,0,0,0.198636364,0.034090909,0,657,0.227272727,0
1015,0.484143763,38,11,3,1,0,0,0,0.404146869,0.121590909,0,1200,0.347048678,0
344,0.563049852,14,1,0,0,0,0,0,0.547159091,0.118418561,0,11800,0.519480519,0.1
1028,0.408102766,29,20,0,0,0,0,0,0.540599876,0.283785405,0.7,2400,0.414022233,0.4
347,0.584569731,7,0,1,0,1,0,0,0.430470178,0.224670515,0.5,794,0.315647805,0.136363636
848,0.444576877,21,20,0,0,0,1,0,0.529274694,0.287789909,1,1500,0.425672825,0.5
255,0.631578945,5,1,0,0,1,0,0,0.42296271,0.277115136,0,1300,0.344128788,0
424,0.640096617,12,1,0,0,0,0,0,0.449412512,0.085778517,0.2,1200,0.366161616,-0.15
1289,0.359905288,7,5,0,0,0,1,0,0.407215856,0.124978249,0,1900,0.328844943,0
286,0.552631577,3,1,0,0,0,0,0,0.446778711,0.171918768,0,1500,0.361428571,0
347,0.516717324,3,1,0,0,1,0,0,0.407837302,0.127331349,0,698,0.342765568,0
280,0.579925648,6,0,11,0,0,0,0,0.612162162,0.170495495,1,1100,0.452380952,0.5
396,0.501278771,5,1,0,1,0,0,0,0.48375,0.132429654,0,742,0.384491979,0
665,0.595166162,3,1,0,1,0,0,0,0.358695652,0.356702899,0,2000,0.699074074,0
428,0.590570718,19,1,0,1,0,0,0,0.572222222,0.303402778,0.75,1000,0.546969697,-0.75
727,0.466850828,4,1,0,0,1,0,0,0.427770563,0.149335555,0.3,1500,0.318576979,0
270,0.576923075,6,1,0,0,0,0,0,0.495272531,-0.026726682,0,1200,0.229626623,0
322,0.666666664,6,1,11,0,0,0,0,0.4857694,0.173969356,0,751,0.457660455,0
518,0.486434108,11,1,0,0,0,0,0,0.598638344,0.287967914,0,775,0.48961039,0
487,0.519587628,6,1,0,0,1,0,0,0.46623076,0.143272006,0,569,0.419237013,0
264,0.567567565,6,1,0,0,0,0,0,0.470687646,0.101078089,0,3000,0.322835498,0
149,0.673913039,3,1,0,0,0,1,0,0.286363636,0.155194805,0,1500,0.217272727,0
62,0.88709676,3,0,1,0,0,0,0,0.466666667,0.183333333,0.4,1100,0.533333333,-0.3
75,0.853333322,2,0,1,0,0,0,0,0.380277778,0.073888889,0.4,979,0.191666667,0.1
143,0.706293701,2,0,1,0,1,0,0,0.478333333,-0.021666667,0.55,802,0.4125,-0.25
1154,0.419072616,23,19,0,0,0,1,0,0.504117734,0.246904022,0.125,2300,0.40744436,0
1303,0.391912908,19,34,0,0,0,1,0,0.516890272,0.294592859,0,835,0.433214516,0
494,0.452138492,6,1,0,0,1,0,0,0.470427489,0.194372294,0,2000,0.379494949,0
213,0.647887321,2,0,1,0,0,0,0,0.588461538,0.299759615,0.95,12000,0.458333333,0.7
180,0.655367228,2,1,1,0,0,1,0,0.420867769,0.157644628,0.5,423,0.232386364,0.136363636
106,0.715686267,2,0,1,1,0,0,0,0.75,0.068181818,0,1000,0.136363636,0
606,0.482470784,7,1,0,0,1,0,0,0.339174603,0.131689845,0,1600,0.307054731,0
339,0.680645159,4,0,21,0,0,0,0,0.560412186,0.059867832,0.166666667,1400,0.500769231,0
279,0.609318994,13,1,0,0,0,0,0,0.400963636,0.142975758,0.454545455,2400,0.323030303,0.136363636
340,0.567567566,2,0,0,0,0,1,0,0.422887865,0.055280338,0,1200,0.28792517,0
962,0.47368421,14,1,0,0,0,1,0,0.456088238,0.171970848,0,1500,0.369693034,0
135,0.694029846,2,0,0,0,0,1,0,0.210909091,-0.016893939,0,1400,0.136363636,0
185,0.65384615,4,1,0,0,0,1,0,0.525,0.09469697,0,1000,0.276666667,0
344,0.551319646,2,1,0,0,1,0,0,0.328571429,0.11011078,0,400,0.380519481,0
698,0.498533724,13,1,0,0,1,0,0,0.334233766,0.046426407,0,1700,0.309614846,0
310,0.612456745,4,0,12,0,0,0,0,0.571428571,0.394047619,1,3200,0.621428571,1
461,0.549999999,8,1,0,0,0,0,0,0.540079966,0.089320286,0.75,1100,0.380918561,-0.25
318,0.579288024,7,0,0,0,0,1,0,0.384428571,0.130595238,0.3,4400,0.280631868,-0.3
294,0.703007516,4,0,21,0,0,0,0,0.524117647,0.014675245,0.35,1400,0.53,-0.2
930,0.442162162,7,1,0,0,1,0,0,0.463465408,0.134614198,0.216666667,924,0.328713768,-0.083333333
682,0.487369984,11,1,0,0,1,0,0,0.498401361,0.004540816,0,1900,0.320833333,0
349,0.541916166,10,1,0,0,0,0,0,0.399015152,0.104621212,0,1300,0.26026936,0
1302,0.414364641,53,19,0,0,0,1,0,0.509676029,0.234542815,1,1300,0.429981602,0
220,0.602803736,5,1,0,0,0,1,0,0.411706349,0.125595238,0,1800,0.385714286,0
140,0.7867647,2,0,0,1,0,0,0,0.621717172,0.195454545,0.8,37400,0.491666667,-0.6
341,0.498470946,4,1,1,1,0,0,0,0.441503268,0.226143791,0,18000,0.4,0
537,0.503952568,3,13,0,0,0,0,0,0.542916667,0.050182292,1,2500,0.457857143,-0.125
358,0.502857141,4,1,0,0,0,0,0,0.504063678,0.06507471,0,18200,0.24766543,0
221,0.660550456,8,1,0,1,0,0,0,0.373717949,0.525874126,0.5,924,0.621487603,0.136363636
195,0.618556698,5,1,0,0,0,1,0,0.441666667,0.280769231,0,730,0.45625,0
604,0.433774834,13,1,0,0,0,0,0,0.585979756,0.131059333,0.454545455,3500,0.348286713,0.136363636
707,0.446043165,3,1,0,0,0,1,0,0.467240216,0.150195802,0.454545455,1900,0.338532556,0.136363636
331,0.649230767,8,1,0,0,0,0,0,0.364208588,0.1383403,0,614,0.395292208,0
529,0.460348162,2,18,0,0,0,1,0,0.421691919,0.221382576,0,2900,0.481020734,0
